product_name,category,gender,portfolio_cluster,sinal_priorizacao,priority_score,td_score,commercial_score,qt_pedidos,qt_skus,qt_items_vendidos,receita_liquida,qt_reversas,qt_items_returned,qt_trocas,qt_devolucoes,qt_reversas_fisico,qt_reversas_logistico,valor_troca,valor_devolucao,td_rate,td_rate_categoria,delta_vs_categoria,ratio_vs_categoria,share_receita_portfolio,share_unidades_portfolio,share_td_portfolio,top_1_problema,top_1_pct,top_2_problema,top_2_pct,top_3_problema,top_3_pct,pct_top_3_total,principal_cor_afetada,principal_cor_pct,principal_tamanho_afetado,principal_tamanho_pct,reversas_ultimos_3m,reversas_3m_anteriores,tendencia_reversas,comentarios_amostra,resumo_pre_llm,portfolio_cluster_payload
Vestido Chemise Sem Mangas FutureForm Feminino,Vestido,female,Long tail,Monitorar,0.4850434782608695,0.5208695652173913,0.43130434782608695,3297,8,3361,1200078.68,405,406.0,220,177,344,0,93959.32999999999,95965.22,0.12079738173162749,0.16338701443356385,-0.04258963270193636,0.7393328175461944,0.003421337,0.0011246128601371083,0.002371661565062972,caimento_ruim,0.25925925925925924,modelagem_ruim,0.19753086419753085,tamanho_grande,0.13580246913580246,0.5925925925925926,Preto,0.5234567901234568,M,0.41975308641975306,154,251,Caiu nos últimos 3 meses,"O caimento nao ficou bom para meu corpo || O vestido é lindo e elegante, porém a prega nas costas não fica bem assentada, fica muito volumosa e compromete a estética.  || o  modelo não tem corte muito bom || o corte/modelo não ficou bonito no corpo || Vestido maravilhoso, só ficou grande.  || nao tinha o G e comprei GG achei muito grande || O modelo do vestido não ficou bom em mim, por isso estou devolvendo. || Não ficou muito legal no corpo  || O corpo ficou comprido e a saia muito baixa. Não ficou bom. || Ótima compra. Porém, o vestido veio
Com defeito. Manchas de etiqueta. ","Top problemas: caimento_ruim, modelagem_ruim, tamanho_grande. Top 3 concentram 59.3% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Vestido Chemise Sem Mangas FutureForm Feminino"",""first_sale_date"":""2025-12-18"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Dresses"",""category_4"":""Woman Casual Dresses Dress Mini"",""revenue_after_discounts"":1294135.12,""qt_sold"":4014.0000000000109,""mc3_ratio"":0.32983069543416244,""num_products_cat4"":4,""pctl_category_relevance_company"":46.153846153846153,""viabilidade_financeira_raw"":-0.047405538160723008,""pctl_revenue_company"":66.666666666666657,""pctl_revenue_cat4"":100,""pctl_volume_company"":50,""pctl_viabilidade_company"":43.137254901960787,""manual_classification"":null,""aging"":16.521348207300225,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
High Neck Tank Feminino,T-shirt,female,Core,Não priorizar agora,0.4831304347826087,0.4191304347826087,0.5791304347826087,10724,12,12682,1515980.66,643,646.0,391,244,559,1,119784.68500000001,108627.01000000001,0.05093833780160858,0.05496738950982482,-0.004029051708216241,0.9267010541314484,0.004321951,0.004243481193769357,0.0037736289926864034,caimento_ruim,0.08864696734059098,tecido_transparente,0.05909797822706065,modelagem_ruim,0.05598755832037325,0.20373250388802489,Off White,0.4712286158631415,M,0.374805598755832,238,162,Aumentou nos últimos 3 meses,"Eu prefiro uma blusa mais soltinha :) || Tecido gostoso - mas ficou marcando o sutien, prefiro trocar pelo GG || Gostei muito mas ficou pequena || Vieram 4 itens em vez de 5 que foi meu pedido || Transparência e modelagem ruim  || Produto extremamente transparente  || A peça ficou pequena e não gostei dela no meu corpo.  || Nao gostei do caimento quando provei em mim || Quero trocar a cor  || Não gostei da manga. Ela ficará melhor para quem tem braço fino","Top problemas: caimento_ruim, tecido_transparente, modelagem_ruim. Top 3 concentram 20.4% das reversas com tag. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Core"",""product_name"":""High Neck Tank Feminino"",""first_sale_date"":""2022-04-22"",""skp_state"":""ativo_perene"",""num_colors"":21,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top T-Shirt"",""revenue_after_discounts"":2630760.23,""qt_sold"":22050,""mc3_ratio"":0.21272294850660112,""num_products_cat4"":30,""pctl_category_relevance_company"":98.076923076923066,""viabilidade_financeira_raw"":0.74051853824398606,""pctl_revenue_company"":78.431372549019613,""pctl_revenue_cat4"":58.333333333333336,""pctl_volume_company"":78.921568627450981,""pctl_viabilidade_company"":95.098039215686271,""manual_classification"":null,""aging"":116.56238095970996,""is_hero"":false,""is_core"":true,""processed_at"":""2026-06-12""}"
The Perfect Top Halter Feminino,Tops,female,Long tail,Não priorizar agora,0.48243478260869566,0.5791304347826086,0.3373913043478261,3823,12,4568,510000.5,527,534.0,293,225,447,0,75955.57,109779.85,0.11690017513134851,0.12217334259473643,-0.0052731674633879205,0.9568386412993574,0.001453974,0.0015284830541821813,0.003119377526462135,caimento_ruim,0.11764705882352941,tamanho_pequeno,0.08538899430740038,modelagem_ruim,0.06261859582542695,0.2656546489563567,Preto,0.4686907020872865,M,0.3757115749525617,445,81,Aumentou nos últimos 3 meses,"o bojo não fica bom no meu corpo e sem o bojo não me sinto a vontade || Esse material marcar mais o corpo || Comprei achando que era outra blusa  || Olá, a peça chegou rápido. Mas está um pouco descosturada na lateral. || Não vestiu bem || Não vestiu bem  || O bojo fica aparecendo pois o tecido é meio transparente tirando a beleza da peça.  || A parte que sustenta o busto marcou muito na blusa, visualmente não ficou muito bom.  || Comprei achando que era uma outra blusa que comprei anteriormente e que gostaria de comprar novamente  || Não consegui colocar o bojo no lugar certo. Ele fica mexendo.","Top problemas: caimento_ruim, tamanho_pequeno, modelagem_ruim. Top 3 concentram 26.6% das reversas com tag. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""The Perfect Top Halter Feminino"",""first_sale_date"":""2025-12-02"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Tank Top"",""revenue_after_discounts"":488916.71,""qt_sold"":4531.0000000000218,""mc3_ratio"":0.07261089473559279,""num_products_cat4"":16,""pctl_category_relevance_company"":94.230769230769226,""viabilidade_financeira_raw"":-0.25750773199599153,""pctl_revenue_company"":49.509803921568633,""pctl_revenue_cat4"":38.461538461538467,""pctl_volume_company"":53.921568627450981,""pctl_viabilidade_company"":11.76470588235294,""manual_classification"":null,""aging"":34.269255574301482,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Boxy Cropped Feminino,Cropped,female,Long tail,Monitorar,0.48086956521739127,0.5139130434782608,0.43130434782608695,5128,16,5537,711514.53,534,537.0,302,225,471,2,97958.06999999999,109706.35,0.09698392631388839,0.10426281509600759,-0.0072788887821192,0.9301871067319961,0.002028476,0.0018527168719366764,0.003136902119307428,tamanho_pequeno,0.09363295880149813,caimento_ruim,0.0749063670411985,comprimento_curto,0.04681647940074907,0.2153558052434457,Preto,0.5749063670411985,M,0.36891385767790263,153,156,Estável,"Ficou muito apertada. || Justo no busto  || Esposa não gostou || A costura interna da gola é muito grossa e me incomodou. || gostaria de trocar pelo mesmo produto, porém não aparece opção de tamanho para troca. (apesar de estar disponível no site) || Uso tamanho GG mas esta modelagem não deu certo... || O tecido é bem grosso, achei que fosse mais fluido. E ficou apertando meu braço. Me tirou um pouco a mobilidade. || Estou trocando o cropped pq vou mudar a cor da calça e pegar outro da mesma cor || Ficou justa demais  || blusa não é o que eu esperava, além de apertar muito no braço","Top problemas: tamanho_pequeno, caimento_ruim, comprimento_curto. Top 3 concentram 21.5% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""Boxy Cropped Feminino"",""first_sale_date"":""2022-10-12"",""skp_state"":""ativo_perene"",""num_colors"":14,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Cropped"",""revenue_after_discounts"":1649326.82,""qt_sold"":13268.999999999989,""mc3_ratio"":0.14136129077168319,""num_products_cat4"":8,""pctl_category_relevance_company"":84.615384615384613,""viabilidade_financeira_raw"":-0.079899619924844137,""pctl_revenue_company"":69.117647058823522,""pctl_revenue_cat4"":57.142857142857139,""pctl_volume_company"":67.64705882352942,""pctl_viabilidade_company"":35.784313725490193,""manual_classification"":null,""aging"":210.59128042949732,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Legging InSculpt Feminino,Calça Legging,female,Breakthrough,Não priorizar agora,0.47982608695652174,0.5643478260869565,0.35304347826086957,2624,12,2820,722758.62,304,308.0,158,137,261,0,51783.20000000001,76735.7,0.10921985815602837,0.10406332453825858,0.0051565336177697985,1.049551882381713,0.002060532,0.0009435906770564254,0.001799191532116737,tamanho_grande,0.08881578947368421,caimento_ruim,0.06578947368421052,tecido_qualidade_ruim,0.049342105263157895,0.20394736842105263,Cappuccino Brown,0.4144736842105263,M,0.47368421052631576,86,148,Caiu nos últimos 3 meses,"o tom é bem claro, comprei pra usar no trabalho e para viagens.  || Um pouco transparente no bumbum || Adorei a calça, mas preciso do tamanho menor. Vai ter reposição da calça preta no tamanho P? || Gostei || Essa peça não ficou confortável ao vestir. || Transparente  || esse modelo de calça não tem no tamanho PP por isso peguei a P mesmo, mas trocarei de modelo por uma PP. || Não gostei.  || A embalagem de entrega estava bastante molhada e ao abrir o produto estava manchado. Mesmo após secar a mancha permaneceu. Entrei em contato pelo whatsapp e fui instruída a não lavar e pedir a troca, uma vez que a calça não foi usada e a etiqueta está intacta.  || nao gostei da qualidade ","Top problemas: tamanho_grande, caimento_ruim, tecido_qualidade_ruim. Top 3 concentram 20.4% das reversas com tag. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Breakthrough"",""product_name"":""Legging InSculpt Feminino"",""first_sale_date"":""2025-11-05"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear Bottoms"",""category_4"":""Woman Fitness/Sportswear Bottoms Leggings/Pants"",""revenue_after_discounts"":739231.33,""qt_sold"":2988.0000000000141,""mc3_ratio"":0.318030158826221,""num_products_cat4"":6,""pctl_category_relevance_company"":80.769230769230774,""viabilidade_financeira_raw"":-0.12857259650547165,""pctl_revenue_company"":56.862745098039213,""pctl_revenue_cat4"":20,""pctl_volume_company"":45.588235294117645,""pctl_viabilidade_company"":27.941176470588236,""manual_classification"":""Breakthrough"",""aging"":61.947830266347545,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Perfect Body Manga Longa Feminino,Body,female,Lancamento,Não priorizar agora,0.4754782608695652,0.5304347826086956,0.3930434782608696,4234,14,4593,674184.0,389,390.0,219,164,354,0,63483.82000000001,75110.2,0.08491182233834095,0.07525267687381167,0.009659145464529284,1.1283561710465972,0.00192205,0.0015368482197589226,0.0022781970698880763,tamanho_pequeno,0.05912596401028278,caimento_ruim,0.056555269922879174,defeito_costura,0.05141388174807198,0.16709511568123395,Preto,0.480719794344473,P,0.32904884318766064,96,78,Estável,"Tecido maravilhoso, porém muito grande  || Achei apertado || . || A manga ficou muito apertada no bíceps. || Não fica legal usar com sutiã e achei que a peça ficou um pouco transparente no corpo.  || O material me lembrou bastante o de roupas de academia, e não ficou bom com as outras peças com as quais eu pretendia usar o body (saias, calças sociais etc.). || Na primeira utilização o produto descosturou na axila.  || A blusa é boa, mas vou deixar para comprovar novamente, em tamanho maior, na meia-estação. || Comprei na loja física pois o prazo de entrega era maior do que eu gostaria  || Ele coube, mas como o outro (marrom) descosturou na axila, prefiro trocar por um tamanho maior, pois pretendo manter meu novo body. Esse nunca foi usado.","Top problemas: tamanho_pequeno, caimento_ruim, defeito_costura. Top 3 concentram 16.7% das reversas com tag. Tendência: Estável.","{""cluster"":""Lancamento"",""product_name"":""Perfect Body Manga Longa Feminino"",""first_sale_date"":""2025-09-15"",""skp_state"":""ativo_em_lancamento"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual One-Piece"",""category_4"":""Woman Casual One-Piece Body"",""revenue_after_discounts"":697368.17,""qt_sold"":4807.9999999999136,""mc3_ratio"":0.18654770945795071,""num_products_cat4"":2,""pctl_category_relevance_company"":34.615384615384613,""viabilidade_financeira_raw"":-0.063011694712921618,""pctl_revenue_company"":54.901960784313729,""pctl_revenue_cat4"":0,""pctl_volume_company"":55.392156862745104,""pctl_viabilidade_company"":38.235294117647058,""manual_classification"":null,""aging"":132.12699224360449,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Regata NEXTECH Feminino,Regata,female,KILL,Não priorizar agora,0.47321739130434787,0.6043478260869566,0.27652173913043476,2742,12,3226,404973.35,337,338.0,219,116,303,0,57672.209999999985,43317.64,0.10477371357718537,0.07655261258789639,0.028221100989288983,1.3686497434282339,0.00115455,0.001079440966022705,0.001974437460569666,tecido_transparente,0.10979228486646884,tamanho_pequeno,0.09495548961424333,caimento_ruim,0.07418397626112759,0.2789317507418398,Off White,0.39762611275964393,M,0.41543026706231456,98,133,Caiu nos últimos 3 meses,"Muito comprida || Ficou apertada e marcando . || Muito justa ao corpo. || Transparente e coloração levemente diversa  || Muito justa e transparente || Minha mãe não gostou muito do tecido. Eu já comprei várias camisetas com vocês antes e sempre gostei, mas ela não se adaptou muito ao material dessas regatas. || Minha mãe não gostou muito do tecido. Eu já comprei várias camisetas com vocês antes e sempre gostei, mas ela não se adaptou muito ao material dessas regatas || Ficou apertada || Totalmente transparente  || Nao vestiu bem em mim ","Top problemas: tecido_transparente, tamanho_pequeno, caimento_ruim. Top 3 concentram 27.9% das reversas com tag. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""KILL"",""product_name"":""Regata NEXTECH Feminino"",""first_sale_date"":""2025-10-02"",""skp_state"":""ativo_em_lancamento"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Tank Top"",""revenue_after_discounts"":384973.68,""qt_sold"":3196.0000000000082,""mc3_ratio"":0.24060472206147529,""num_products_cat4"":16,""pctl_category_relevance_company"":94.230769230769226,""viabilidade_financeira_raw"":0.15422249757428358,""pctl_revenue_company"":48.03921568627451,""pctl_revenue_cat4"":30.76923076923077,""pctl_volume_company"":47.549019607843135,""pctl_viabilidade_company"":70.098039215686271,""manual_classification"":""KILL"",""aging"":67.105512709684945,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Tech T-shirt High Neck Long Sleeve Feminino,T-shirt,female,Core,Não priorizar agora,0.4721739130434782,0.3591304347826087,0.6417391304347826,10894,22,13289,2031780.2,610,615.0,332,272,520,3,99426.02,130534.27000000002,0.04627887726691248,0.05496738950982482,-0.008688512242912338,0.8419333295542558,0.005792458,0.0044465874139726375,0.003592541533285043,defeito_gola,0.13114754098360656,conforto_negativo,0.060655737704918035,caimento_ruim,0.05081967213114754,0.24262295081967214,Preto,0.3950819672131147,M,0.319672131147541,273,108,Aumentou nos últimos 3 meses,A peça veio com manchas. || O produto veio descosturado na manga  || Não é elegante || Pedido atrasado  || Quero pegar um tamanho maior || Defeito na costura || Marcou o corpo. || Ficou muito larga  || Não gostei da cor escolhida  || Na,"Top problemas: defeito_gola, conforto_negativo, caimento_ruim. Top 3 concentram 24.3% das reversas com tag. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Core"",""product_name"":""Tech T-shirt High Neck Long Sleeve Feminino"",""first_sale_date"":""2023-08-14"",""skp_state"":""ativo_perene"",""num_colors"":11,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top T-Shirt"",""revenue_after_discounts"":3332121.05,""qt_sold"":25776.999999999985,""mc3_ratio"":0.23734591479916681,""num_products_cat4"":30,""pctl_category_relevance_company"":98.076923076923066,""viabilidade_financeira_raw"":0.49312842337223911,""pctl_revenue_company"":82.843137254901961,""pctl_revenue_cat4"":66.666666666666657,""pctl_volume_company"":82.843137254901961,""pctl_viabilidade_company"":90.196078431372555,""manual_classification"":null,""aging"":94.443162854473883,""is_hero"":false,""is_core"":true,""processed_at"":""2026-06-12""}"
Modern Top Feminino,Top Esportivo,female,Long tail,Não priorizar agora,0.4669565217391303,0.6321739130434781,0.21913043478260869,2302,4,2349,333963.43,310,315.0,168,136,269,0,43709.26499999999,65625.02,0.13409961685823754,0.13409961685823754,0.0,1.0,0.000952105,0.0007859909575906182,0.0018400822487557539,caimento_ruim,0.15483870967741936,modelagem_ruim,0.13548387096774195,tamanho_pequeno,0.08387096774193549,0.3741935483870968,Preto,1.0,M,0.43870967741935485,153,93,Aumentou nos últimos 3 meses,"Não ficou bom no meu corpo || Mesmo problema encontrado na minha última compra, gosto muito dos tops com bojo embutido mas houve um piora na qualidade dos bojos. Eles parecem um pedaço de papelão duro, fica desconfortável e marcam. No caso do Top fitness da pra ver com muita clareza o elástico. Bem diferente do acabamento prometido nas fotos.  || O saco de lavagem para o produto está com falha na costura. || A custura interna acima do peito deixa a peça com péssimo acabamento e não fica bonita no corpo || Não gostei do caimento, muito grosso || Modelagem pequena || Lycra ótima! Por isso q acho que o GG vai ficar mais confortável.  || o top é lindo, mas tem uma costura péssima na altura do seio que par quem tem seio mais caido, nao serve a altura || Achei que fosse outra coisa  || O comprimento era maior q eu esperava. Não me vestiu bem.","Top problemas: caimento_ruim, modelagem_ruim, tamanho_pequeno. Top 3 concentram 37.4% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Modern Top Feminino"",""first_sale_date"":""2023-05-23"",""skp_state"":""ativo_perene"",""num_colors"":1,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear Top"",""category_4"":""Woman Fitness/Sportswear Top Tops"",""revenue_after_discounts"":323597.01,""qt_sold"":2542.9999999999941,""mc3_ratio"":0.097388469247002882,""num_products_cat4"":6,""pctl_category_relevance_company"":57.692307692307686,""viabilidade_financeira_raw"":-0.39434211477533282,""pctl_revenue_company"":44.117647058823529,""pctl_revenue_cat4"":33.333333333333329,""pctl_volume_company"":43.627450980392155,""pctl_viabilidade_company"":4.9019607843137258,""manual_classification"":null,""aging"":76.852606429032534,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Vestido Wingsuit Feminino,Vestido,female,Long tail,Não priorizar agora,0.4586086956521738,0.5034782608695652,0.3913043478260869,2597,8,2649,1016971.59,316,321.0,158,151,265,3,67435.23000000001,109201.07999999999,0.12117780294450736,0.16338701443356385,-0.042209211489056486,0.741661161779662,0.002899312,0.0008863729445115145,0.0018751314344463397,caimento_ruim,0.16455696202531644,modelagem_ruim,0.10759493670886076,conforto_negativo,0.056962025316455694,0.3291139240506329,Preto,0.5854430379746836,M,0.4240506329113924,162,39,Aumentou nos últimos 3 meses,apertado no pescoço. || Não gostei  || Gostaria de trocar pelo tamanho G || Preferência de cor || Me apertou nos braços ( circunferência do biceps) e no pescoço  || Não gostei no meu corpo  || Ficou grande a peça  || Não vestiu como imaginei.  || Faltou o cinto || Achei a gola muito justa imaginava ser igual a wingsuit,"Top problemas: caimento_ruim, modelagem_ruim, conforto_negativo. Top 3 concentram 32.9% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Vestido Wingsuit Feminino"",""first_sale_date"":""2023-09-14"",""skp_state"":""ativo_perene"",""num_colors"":2,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Dresses"",""category_4"":""Woman Casual Dresses Dress Midi"",""revenue_after_discounts"":932249.97,""qt_sold"":2770.0000000000241,""mc3_ratio"":0.39911797950923555,""num_products_cat4"":5,""pctl_category_relevance_company"":61.53846153846154,""viabilidade_financeira_raw"":0.38204938780150116,""pctl_revenue_company"":61.764705882352942,""pctl_revenue_cat4"":50,""pctl_volume_company"":44.6078431372549,""pctl_viabilidade_company"":85.7843137254902,""manual_classification"":null,""aging"":24.345789552863057,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Blusa de Alça FutureForm Feminino,T-shirt,female,Lancamento,Não priorizar agora,0.44904347826086954,0.5791304347826087,0.2539130434782608,2057,16,2360,391422.55,242,243.0,145,96,212,0,48620.880000000005,55751.6,0.10296610169491525,0.05496738950982482,0.047998712185090435,1.873221606722131,0.001115917,0.0007896716304443843,0.0014194920204687244,caimento_ruim,0.11983471074380166,modelagem_ruim,0.09090909090909091,tamanho_pequeno,0.07024793388429752,0.2809917355371901,New Khaki,0.2768595041322314,M,0.3925619834710744,118,124,Estável,"A peça é maravilhosa, mas, infelizmente, ficou extremamente justa no meu busto || Cor feia || Adorei a blusa. So ficou larga. || Poderia ter tamanho maior que GG || Mas adorei, o tamanho menor vai ficar ótimo! || Apenas triste pelo produto ter vindo com defeito perceptível, do restante...tudo certo! || Era presente e a pessoa não gostou do caimento e modelo || Nao gostei do caimento no meu corpo || peca é muito pequena. modelo nao veste bem || ficou largo na cava","Top problemas: caimento_ruim, modelagem_ruim, tamanho_pequeno. Top 3 concentram 28.1% das reversas com tag. Tendência: Estável.","{""cluster"":""Lancamento"",""product_name"":""Blusa de Alça FutureForm Feminino"",""first_sale_date"":""2025-12-05"",""skp_state"":""ativo_em_lancamento"",""num_colors"":4,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Tank Top"",""revenue_after_discounts"":380386.87,""qt_sold"":2305.9999999999632,""mc3_ratio"":0.25782261720327665,""num_products_cat4"":16,""pctl_category_relevance_company"":94.230769230769226,""viabilidade_financeira_raw"":0.072904031608289149,""pctl_revenue_company"":47.549019607843135,""pctl_revenue_cat4"":23.076923076923077,""pctl_volume_company"":42.647058823529413,""pctl_viabilidade_company"":62.745098039215684,""manual_classification"":null,""aging"":72.13994211163471,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Shorts Esportivo Endorphine Masculino,Shorts Esportivo,male,Long tail,Não priorizar agora,0.44626086956521743,0.3634782608695652,0.5704347826086957,7187,12,9067,1673469.66,529,562.0,334,174,477,0,134704.11999999997,142645.72,0.06198301533031874,0.10682220328986172,-0.04483918795954298,0.5802446815492844,0.00477094,0.0030338782513725563,0.003282940393018202,caimento_ruim,0.05103969754253308,tamanho_pequeno,0.04914933837429111,modelagem_ruim,0.04725897920604915,0.14744801512287334,Preto,0.6332703213610587,M,0.3591682419659735,141,187,Estável,"durante o uso do meu shorts percebi algumas manchas que não saem, acredito que seja algum defeito do tecido, pois o outro está normal.  || Comprei outro do mesmo, pessoal! :) || Já tinha um shorts desse modelo, mas a forma da peça mudou e nenhum tamanho ficou bom.  || não gostei || Não gostei do caimento da peça. || Quero trocar o: Short Esportivo Endorphine - Preto / M
Por: Short Esportivo Endorphine - Preto / P || Meu marido sempre usa G para bermudas, entao acreditava que seria o mesmo tamanho. || O short não vestiu bem.  || Meu feedback é péssimo, fiz uma compra pra dar de presente de natal e tive a pior das piores experiências. Estava toda animada para que o meu namorado pudesse testar a marca e a tão falada tecnologia da Insider, e agora estou super frustrada, sem o presente, tendo que providenciar outro presente em cima da hora, replanejar minha vida pra ir atrás disso. Como pode ter vindo tão errado? Com itens completamente diferentes dos solicitados, além de tudo a entrega ainda atrasou, vocês não atualizam o status, nem estimativa de nova entrega, enfim pior experiência da vida em compras online, e vontade zero agora de voltar a comprar, exijo a coleta diretamente em minha casa para a devolução, me recuso a ir até uma agência dos correios pra resolver um problema de vocês. Muito frustrada mesmo. || Desejo um tamanho menor ","Top problemas: caimento_ruim, tamanho_pequeno, modelagem_ruim. Top 3 concentram 14.7% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""Shorts Esportivo Endorphine Masculino"",""first_sale_date"":""2024-12-17"",""skp_state"":""ativo_perene"",""num_colors"":7,""category_1"":""Man"",""category_2"":""Man Fitness/Sportswear"",""category_3"":""Man Fitness/Sportswear Bottoms"",""category_4"":""Man Fitness/Sportswear Bottoms Bermudas/Shorts"",""revenue_after_discounts"":2833427.79,""qt_sold"":15025.000000002077,""mc3_ratio"":0.27049589563374166,""num_products_cat4"":1,""pctl_category_relevance_company"":42.307692307692307,""viabilidade_financeira_raw"":-0.063119390761814526,""pctl_revenue_company"":79.411764705882348,""pctl_revenue_cat4"":50,""pctl_volume_company"":71.078431372549019,""pctl_viabilidade_company"":37.745098039215684,""manual_classification"":null,""aging"":180.3366294353979,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Boné Outdoors,Acessório,unisex,Core,Não priorizar agora,0.44365217391304346,0.3556521739130435,0.5756521739130435,13389,2,14458,1238770.91,444,447.0,162,270,363,3,27547.070000000003,88247.56999999999,0.0309171393000415,0.025620681675427286,0.005296457624614212,1.2067258666928455,0.003531646,0.004837742556341063,0.0026111643339486413,tamanho_grande,0.13063063063063063,modelagem_ruim,0.08783783783783784,caimento_ruim,0.06981981981981981,0.2882882882882883,Dark Khaki,0.6261261261261262,Único,1.0,136,178,Estável,"Não gostei da qualidade || O produto se trata de um brinde/cortesia pela compra dos demais itens. Infelizmente não existe um ""motivo"" correto a ser indicado para esta devolução, então identifiquei o motivo como ""arrependimento de compra"" || Caimento estranho na cabeça. || Não necessita mais do produto || A entrega foi dentro do prazo e o produto parece ter qualidade. Os únicos pontos negativos são o regulador de tamanho (poderia ser em velcro) e o defeito na costura. Detalhe: ainda nem tinha lavado o boné. || Produto grande  || Nunca vi um boné tão feio. Ele não tem essa estrutura que aparece na foto, super baixo. || na verdade, não ficou legal em mim.  || Boné ficou pequeno e não gostei do design do fechamento. || Não gostei do tecido na parte interna do boné / na testa ","Top problemas: tamanho_grande, modelagem_ruim, caimento_ruim. Top 3 concentram 28.8% das reversas com tag. Há concentração relevante na cor Dark Khaki. Há concentração relevante no tamanho Único. Tendência: Estável.","{""cluster"":""Core"",""product_name"":""Boné Outdoors"",""first_sale_date"":""2024-08-13"",""skp_state"":""ativo_perene"",""num_colors"":2,""category_1"":""Unissex"",""category_2"":""Unissex Accessory"",""category_3"":""Unissex Accessory Headpiece"",""category_4"":""Unissex Accessory Headpiece Cap"",""revenue_after_discounts"":1817090.04,""qt_sold"":14572.000000002485,""mc3_ratio"":0.23368620819824121,""num_products_cat4"":6,""pctl_category_relevance_company"":53.846153846153847,""viabilidade_financeira_raw"":0.032273320339519559,""pctl_revenue_company"":71.568627450980387,""pctl_revenue_cat4"":75,""pctl_volume_company"":70.588235294117652,""pctl_viabilidade_company"":54.901960784313729,""manual_classification"":null,""aging"":52.354368890607731,""is_hero"":false,""is_core"":true,""processed_at"":""2026-06-12""}"
