order_name,id_reversa,reverse_type,data_compra,data_entrega,data_reversa,dias_compra_ate_reversa,mes_compra,tipo,bucket
IN-3731942,97c29792-088a-4fae-ade3-0062352ebdd3,Troca,2026-03-09,2026-03-11,2026-03-11,2,2026-03,Troca,0–7d
IN-3743551,acb43c30-09de-437f-94d7-bbc1f9ac2be0,Troca,2026-03-11,2026-03-12,2026-03-13,2,2026-03,Troca,0–7d
IN-3830423,d408bfe9-ccf1-4afa-9284-ceb7b13adc7c,Troca,2026-03-28,2026-03-30,2026-03-30,2,2026-03,Troca,0–7d
IN-3832165,ff05a254-ac75-48d9-ba4d-86bd491b088b,Troca,2026-03-28,2026-03-30,2026-03-30,2,2026-03,Troca,0–7d
IN-4061793,3a5cac1e-367d-4cca-9fe6-cacbbe7df00a,Troca,2026-06-09,2026-06-10,2026-06-11,2,2026-06,Troca,0–7d
IN-4078458,328f3b92-b729-4eb7-9f7c-8bb5cda1f1d7,Troca,2026-06-15,2026-06-17,2026-06-17,2,2026-06,Troca,0–7d
IN-3819871-SN,78916801-bdad-4d9f-9978-04e8640c92cf,Devolução,2026-03-25,2026-03-27,2026-03-27,2,2026-03,Devolução,0–7d
IN-3579220,0091d66a-455e-4b5b-bb70-7fd21e3415e8,Troca,2026-01-27,2026-01-29,2026-01-29,2,2026-01,Troca,0–7d
IN-3203938,6f249fff-6711-44ac-8c78-a1ee90f86fc2,Troca,2025-11-25,2025-11-27,2025-11-27,2,2025-11,Troca,0–7d
IN-4074303,104a3d47-6fde-48c9-add0-6be59a753072,Troca,2026-06-13,2026-06-15,2026-06-15,2,2026-06,Troca,0–7d
IN-4117030,5b68f4da-7325-483a-a06e-c991e71c4c9d,Troca,2026-07-01,2026-07-03,2026-07-03,2,2026-07,Troca,0–7d
IN-3849894-SN,7d7deb63-a8e6-4382-acea-81cce90370f0,Devolução,2026-03-31,2026-04-02,2026-04-02,2,2026-03,Devolução,0–7d
IN-4021998,3e02af4c-3905-4775-8cb2-3025b61ea05d,Troca,2026-05-27,2026-05-29,2026-05-29,2,2026-05,Troca,0–7d
IN-3115933,75968b12-347a-4333-ba04-eade0b14d63c,Troca,2025-11-11,2025-11-12,2025-11-13,2,2025-11,Troca,0–7d
IN-4065433-SN,39303255-fe4c-432f-b780-c2e207499d84,Troca,2026-06-10,2026-06-12,2026-06-12,2,2026-06,Troca,0–7d
IN-3173737,5a05b888-84b4-4628-8fa4-7fb6851f7129,Troca,2025-11-20,2025-11-22,2025-11-22,2,2025-11,Troca,0–7d
IN-4043344,54e3cba4-2e02-4e11-89c5-7016a2c27e84,Troca,2026-06-03,2026-06-05,2026-06-05,2,2026-06,Troca,0–7d
IN-4113516,c3aa0b98-e2d7-49dd-a4b5-68887198f61e,Sem Reembolso,2026-06-30,2026-07-02,2026-07-02,2,2026-06,Sem reembolso,0–7d
IN-4098529,282d004d-676d-4d11-8427-2bf885ec3e9d,Troca,2026-06-24,2026-06-26,2026-06-26,2,2026-06,Troca,0–7d
IN-3956024,c63ec82e-aa74-4515-aa48-5bb44f0ec31d,Troca,2026-05-04,2026-05-06,2026-05-06,2,2026-05,Troca,0–7d
IN-4193085,31959d8c-031f-46dd-8a28-459c1d98b2d1,Troca,2026-07-30,2026-07-31,2026-08-01,2,2026-07,Troca,0–7d
IN-3127915,db3b7e02-cfe4-4129-b542-ee25f51cdeb4,Troca,2025-11-13,2025-11-15,2025-11-15,2,2025-11,Troca,0–7d
IN-3191700,db5a5e13-b7e6-4637-95f7-05108bae22a3,Troca,2025-11-23,2025-11-25,2025-11-25,2,2025-11,Troca,0–7d
IN-3732250,8b0d016f-0d5a-4fc6-89d3-467f379b7266,Troca,2026-03-09,2026-03-10,2026-03-11,2,2026-03,Troca,0–7d
IN-2732530-SN,b3847d3a-82b7-4a26-8f8f-8b60ebe3d1b7,Troca,2025-08-20,2025-08-22,2025-08-22,2,2025-08,Troca,0–7d
IN-2732573-SN,524b0cba-3934-41f3-8dee-1e0be9452af4,Troca,2025-08-20,2025-08-22,2025-08-22,2,2025-08,Troca,0–7d
IN-3197151,a2c76950-691e-4321-a923-6be8795a3319,Troca,2025-11-24,2025-11-26,2025-11-26,2,2025-11,Troca,0–7d
IN-3175809,aade5673-ef43-47b2-930c-f500d346d858,Troca,2025-11-20,2025-11-22,2025-11-22,2,2025-11,Troca,0–7d
IN-3198104,83f68d25-a94e-4746-8e43-ac26be55fcc9,Troca,2025-11-24,2025-11-26,2025-11-26,2,2025-11,Troca,0–7d
IN-3895471,5bd4d9a2-8264-4eba-97a2-a9bb20a11ea0,Troca,2026-04-13,2026-04-14,2026-04-15,2,2026-04,Troca,0–7d
IN-4099745,2bb54e29-6836-4eca-a2e6-78e93a2b5049,Troca,2026-06-24,2026-06-26,2026-06-26,2,2026-06,Troca,0–7d
IN-3215844,b73276a8-8bad-4d33-a523-613dd7ee1e09,Troca,2025-11-26,2025-11-28,2025-11-28,2,2025-11,Troca,0–7d
IN-3547790,3c0065ed-3565-45a1-8f1e-f74fb03d55b0,Devolução,2026-01-18,2026-01-20,2026-01-20,2,2026-01,Devolução,0–7d
IN-3742338,d88d958d-f111-4689-a758-40fa85469474,Troca,2026-03-11,2026-03-13,2026-03-13,2,2026-03,Troca,0–7d
IN-3742738,4a199666-03a3-4dfb-b0a3-97e1863faeec,Troca,2026-03-11,2026-03-13,2026-03-13,2,2026-03,Troca,0–7d
IN-4021458,07a84ed2-a243-478a-bcf8-c37a13209ce8,Troca,2026-05-27,2026-05-28,2026-05-29,2,2026-05,Troca,0–7d
IN-4090654,0f3cd9a4-1074-4f16-9056-a9215675c04a,Troca,2026-06-20,2026-06-22,2026-06-22,2,2026-06,Troca,0–7d
IN-3552052,8c5e26f1-512f-4f33-aab2-a1a4226bcad7,Troca,2026-01-19,2026-01-21,2026-01-21,2,2026-01,Troca,0–7d
IN-2785548,b91e998b-0bfa-4ed2-be1d-1cc1bc3d488a,Troca,2025-09-02,2025-09-04,2025-09-04,2,2025-09,Troca,0–7d
IN-3193649,497c81e6-4410-47d4-99de-d62e1944e232,Troca,2025-11-23,2025-11-25,2025-11-25,2,2025-11,Troca,0–7d
IN-3495428-SN,80f1be48-0f92-4479-9217-028405fe44ad,Troca,2026-01-07,2026-01-09,2026-01-09,2,2026-01,Troca,0–7d
IN-4013657,0ca5d6ef-7aeb-4a0d-83d2-2daa7bd60e78,Troca,2026-05-24,2026-05-25,2026-05-26,2,2026-05,Troca,0–7d
IN-4115018,aca715ec-83e2-4a0a-9bb1-2b3f160724d3,Troca,2026-07-01,2026-07-02,2026-07-03,2,2026-07,Troca,0–7d
IN-2788706,bbb28868-1f67-4f75-9aef-38dfca1f77dd,Devolução,2025-09-03,2025-09-05,2025-09-05,2,2025-09,Devolução,0–7d
IN-4096771-SN,fa705a9a-b3f4-4beb-9f9a-d99b9c83641b,Troca,2026-06-23,2026-06-25,2026-06-25,2,2026-06,Troca,0–7d
IN-4186298,f480e949-1e63-4da8-887d-046be880900b,Troca,2026-07-27,2026-07-28,2026-07-29,2,2026-07,Troca,0–7d
IN-3889384,8b0b5e29-7f7f-43ab-80ea-19530e0a0f06,Devolução,2026-04-11,2026-04-13,2026-04-13,2,2026-04,Devolução,0–7d
IN-4131821,15336117-1359-4563-9f56-1ca2b7c26c12,Troca,2026-07-06,2026-07-07,2026-07-08,2,2026-07,Troca,0–7d
IN-2727444,d0c8fe3e-1acd-41a3-a442-66e3ed2aab20,Troca,2025-08-19,2025-08-21,2025-08-21,2,2025-08,Troca,0–7d
IN-3903934,d77f1a86-8c70-41f2-b549-fcd97245ea17,Troca,2026-04-15,2026-04-16,2026-04-17,2,2026-04,Troca,0–7d
IN-3210808,8cbe65a4-93cb-491f-88a4-c8e981bd6deb,Troca,2025-11-25,2025-11-27,2025-11-27,2,2025-11,Troca,0–7d
IN-3849279,c46e64c8-9a86-4a3d-acfd-b0f35f5dbaf3,Troca,2026-03-31,2026-04-02,2026-04-02,2,2026-03,Troca,0–7d
IN-2703421,75c0b735-d0a6-4efb-8386-731af327b5b8,Troca,2025-08-12,2025-08-14,2025-08-14,2,2025-08,Troca,0–7d
IN-3199472-SN,79e630fd-cb81-4852-b584-3ba27563b9af,Troca,2025-11-24,2025-11-26,2025-11-26,2,2025-11,Troca,0–7d
IN-3784780-SN,6a3c6288-b164-4acf-9635-267cfc413a78,Devolução,2026-03-18,2026-03-20,2026-03-20,2,2026-03,Devolução,0–7d
IN-3736045,3f4ca394-cfa5-4ab5-b30e-0b90c0f06568,Troca,2026-03-10,2026-03-12,2026-03-12,2,2026-03,Troca,0–7d
IN-4102306,8e9ce3ba-141d-4584-a472-543c2b7010d1,Troca,2026-06-25,2026-06-27,2026-06-27,2,2026-06,Troca,0–7d
IN-3579465,e6380265-1a69-44f0-b122-158f61e29be0,Troca,2026-01-27,2026-01-29,2026-01-29,2,2026-01,Troca,0–7d
IN-3525590,a7f3b374-84b2-48f6-9440-9e6b099377bf,Troca,2026-01-12,2026-01-13,2026-01-14,2,2026-01,Troca,0–7d
IN-3578781,cd97bba0-63c9-474b-b191-0e53e3fa6485,Troca,2026-01-27,2026-01-29,2026-01-29,2,2026-01,Troca,0–7d
IN-3975786,f1ded542-a183-4d9a-a992-a367499e5525,Troca,2026-05-11,2026-05-13,2026-05-13,2,2026-05,Troca,0–7d
IN-3206681,e9cc3448-c6b7-4292-96ec-5cc63da38866,Troca,2025-11-25,2025-11-27,2025-11-27,2,2025-11,Troca,0–7d
IN-2789709,4c5c99f8-ed4f-47d2-8760-4e5d7763546d,Troca,2025-09-03,2025-09-05,2025-09-05,2,2025-09,Troca,0–7d
IN-4045431,0068ac81-e0de-4023-b238-089c463502c8,Devolução,2026-06-04,2026-06-06,2026-06-06,2,2026-06,Devolução,0–7d
IN-4114845,9a3a5d38-97c9-4f09-8c0c-bfcf981d10e2,Troca,2026-07-01,2026-07-03,2026-07-03,2,2026-07,Troca,0–7d
IN-3173283,7b576a2b-1734-44d6-95b0-d976deb9b7b7,Troca,2025-11-20,2025-11-22,2025-11-22,2,2025-11,Troca,0–7d
IN-3205147-SN,46ae1fc5-1c49-40b6-9a7d-b09ffa529fc7,Troca,2025-11-25,2025-11-26,2025-11-27,2,2025-11,Troca,0–7d
IN-3743958,490793e2-4fa7-4a98-a4f0-71c2d2c7a1f6,Troca,2026-03-11,2026-03-13,2026-03-13,2,2026-03,Troca,0–7d
IN-3981276-SN,6a227398-9381-4819-a4b1-647a986199f5,Troca,2026-05-13,2026-05-15,2026-05-15,2,2026-05,Troca,0–7d
IN-3105238,4c3b0b7d-562b-40ed-91a8-6c3cdf1a600d,Troca,2025-11-10,2025-11-11,2025-11-12,2,2025-11,Troca,0–7d
IN-3402579,957d28a4-8b45-4fb1-8d5b-a6cf3001319c,Troca,2025-12-15,2025-12-16,2025-12-17,2,2025-12,Troca,0–7d
IN-4017457,a73cc46f-cb43-47d2-ad1f-e94de6e09835,Troca,2026-05-25,2026-05-27,2026-05-27,2,2026-05,Troca,0–7d
IN-2876399,e417fcd5-f6c6-466f-8647-36cbd018398b,Troca,2025-09-24,2025-09-26,2025-09-26,2,2025-09,Troca,0–7d
IN-3816374,45495bca-04df-4210-a501-d286c5086543,Troca,2026-03-25,2026-03-26,2026-03-27,2,2026-03,Troca,0–7d
IN-3823339,8391a936-a676-47a0-90c6-88c81be800e7,Troca,2026-03-26,2026-03-28,2026-03-28,2,2026-03,Troca,0–7d
IN-2900299,6cba6b54-878d-4292-96f3-b55e3e9ba604,Troca,2025-10-01,2025-10-03,2025-10-03,2,2025-10,Troca,0–7d
IN-2790489,7e789bf6-3e8a-425f-a23d-6049e3796703,Troca,2025-09-03,2025-09-05,2025-09-05,2,2025-09,Troca,0–7d
IN-3527953,937cbeb0-b1cc-4b64-9733-0ac92f58ad10,Troca,2026-01-12,2026-01-14,2026-01-14,2,2026-01,Troca,0–7d
IN-3818897,13830cff-c6b0-4b7a-9667-01c81461d7db,Troca,2026-03-25,2026-03-26,2026-03-27,2,2026-03,Troca,0–7d
IN-4014358,d643335b-3658-4976-92b3-a2dda7eaa4ac,Troca,2026-05-24,2026-05-25,2026-05-26,2,2026-05,Troca,0–7d
IN-4075026,1fa1d8ff-7e44-46d8-a032-fd3df5b2ebe1,Troca,2026-06-14,2026-06-16,2026-06-16,2,2026-06,Troca,0–7d
IN-3493732,85d3c874-dcc4-43bd-9083-4c3bf093c2df,Troca,2026-01-06,2026-01-08,2026-01-08,2,2026-01,Troca,0–7d
IN-3201232,28e91ce3-e10b-4c54-8e68-be06ab265c57,Troca,2025-11-24,2025-11-25,2025-11-26,2,2025-11,Troca,0–7d
IN-3172346,f46b8aa7-3c65-4fd4-8ac1-7f0014389b0a,Troca,2025-11-20,2025-11-22,2025-11-22,2,2025-11,Troca,0–7d
IN-2755390,eb4f191c-f33f-4491-aa65-4d329b36df7d,Troca,2025-08-26,2025-08-28,2025-08-28,2,2025-08,Troca,0–7d
IN-2755729-SN,4f67dfd8-9393-494d-9008-8257818c5649,Troca,2025-08-26,2025-08-28,2025-08-28,2,2025-08,Troca,0–7d
IN-3861954,da669b5a-3c41-4b3e-a2b3-fdaa3d173c7c,Troca,2026-04-04,2026-04-06,2026-04-06,2,2026-04,Troca,0–7d
IN-3888233,b3e5a8ef-27c0-44c7-9369-0f6d44560f2b,Troca,2026-04-11,2026-04-13,2026-04-13,2,2026-04,Troca,0–7d
IN-3489990,99c8ac06-1305-4a02-a757-779d28ddea90,Troca,2026-01-06,2026-01-08,2026-01-08,2,2026-01,Troca,0–7d
IN-3531516,5f6bb0a5-6b4f-46a6-93af-67aa676537ae,Troca,2026-01-13,2026-01-15,2026-01-15,2,2026-01,Troca,0–7d
IN-3534438,1bb77437-78bb-499d-8f7b-5e05a88ecfd0,Troca,2026-01-14,2026-01-16,2026-01-16,2,2026-01,Troca,0–7d
IN-3547207,9c23f1d6-dff1-4c1b-a200-6bc411e203c9,Troca,2026-01-18,2026-01-19,2026-01-20,2,2026-01,Troca,0–7d
IN-3807294,ff0ab26e-5083-4b52-afbb-8558769fc491,Troca,2026-03-23,2026-03-24,2026-03-25,2,2026-03,Troca,0–7d
IN-3874421,6b577e34-eba6-4142-93ff-010898c9733e,Troca,2026-04-07,2026-04-08,2026-04-09,2,2026-04,Troca,0–7d
IN-3175427,586e02fd-d026-4d34-8104-06db6d72e6dc,Troca,2025-11-20,2025-11-22,2025-11-22,2,2025-11,Troca,0–7d
IN-3492105-SN,57621f18-94e3-4f0b-889e-ea9858d8964e,Troca,2026-01-06,2026-01-08,2026-01-08,2,2026-01,Troca,0–7d
IN-3595497,f633fead-40fc-4996-8175-95c047775771,Troca,2026-02-01,2026-02-02,2026-02-03,2,2026-02,Troca,0–7d
IN-3700178,258e91c9-bbe2-42f2-995d-7dae3385578d,Troca,2026-03-02,2026-03-03,2026-03-04,2,2026-03,Troca,0–7d
IN-3430927,03cf6da4-8e5c-4d4b-8195-8cc0b99fb29e,Troca,2025-12-20,2025-12-22,2025-12-22,2,2025-12,Troca,0–7d
IN-4078757,cb746e08-d5b5-4274-91f9-9e3b17405154,Troca,2026-06-15,2026-06-17,2026-06-17,2,2026-06,Troca,0–7d
IN-3197903,b1658653-d020-456c-86df-775b5c3b2ffb,Troca,2025-11-24,2025-11-26,2025-11-26,2,2025-11,Troca,0–7d
IN-3201633,5e521e11-9a5f-4ca3-9bda-1f06692b4a3b,Troca,2025-11-24,2025-11-26,2025-11-26,2,2025-11,Troca,0–7d
IN-4146756,4d49e036-e891-4b1b-811a-7c6e9e4c8cd3,Devolução,2026-07-11,2026-07-13,2026-07-13,2,2026-07,Devolução,0–7d
IN-4110234,937ed39c-7ff9-4ab4-a463-76ce8c22fb30,Troca,2026-06-29,2026-06-30,2026-07-01,2,2026-06,Troca,0–7d
IN-3087941,68bd111e-5626-4adc-9b8c-152aa57bc8ce,Troca,2025-11-08,2025-11-10,2025-11-10,2,2025-11,Troca,0–7d
IN-4175872-SN,558ffef4-481d-49fb-bb92-cbc5f9785d26,Troca,2026-07-23,2026-07-24,2026-07-25,2,2026-07,Troca,0–7d
IN-2897075,e8d62952-6a34-46a3-87eb-1ccf03c438f0,Troca,2025-09-30,2025-10-02,2025-10-02,2,2025-09,Troca,0–7d
IN-3681998,20ad38e4-9064-4ac4-a5d1-8c3c2bdc935d,Troca,2026-02-26,2026-02-28,2026-02-28,2,2026-02,Troca,0–7d
IN-3920301,387eb315-f9ff-410b-afe9-e92ee0162dcb,Troca,2026-04-21,2026-04-23,2026-04-23,2,2026-04,Troca,0–7d
IN-4189530,3069e8de-bf9c-4ac0-b9bc-dc861e8de1ae,Devolução,2026-07-29,2026-07-30,2026-07-31,2,2026-07,Devolução,0–7d
IN-4057927,3fb4e796-ed5c-45d8-bcc6-43218581da80,Troca,2026-06-07,2026-06-09,2026-06-09,2,2026-06,Troca,0–7d
IN-3564022,9e2ab029-4a8c-4d7d-9364-502b726d0fa5,Troca,2026-01-22,2026-01-23,2026-01-24,2,2026-01,Troca,0–7d
IN-3705543,9da10fb7-0c48-47c5-9303-6e244d62042a,Troca,2026-03-03,2026-03-04,2026-03-05,2,2026-03,Troca,0–7d
IN-3895685,c1cbb07c-8c7b-4ae7-bef0-eead5d204e96,Troca,2026-04-13,2026-04-15,2026-04-15,2,2026-04,Troca,0–7d
IN-4074956,956787a1-28bf-4381-a3d5-32e5f83b1fa7,Troca,2026-06-14,2026-06-16,2026-06-16,2,2026-06,Troca,0–7d
IN-4155603,381bd26e-bab9-4d3c-914e-4148d478f86b,Troca,2026-07-15,2026-07-16,2026-07-17,2,2026-07,Troca,0–7d
IN-3901894,595a5e33-47dd-4926-a17c-fdac9c6bfe23,Troca,2026-04-15,2026-04-17,2026-04-17,2,2026-04,Troca,0–7d
IN-3487144,256d7f0e-35e1-4cee-8a98-f1f16ef174a1,Troca,2026-01-05,2026-01-07,2026-01-07,2,2026-01,Troca,0–7d
IN-3965307,342abae0-10a3-4f36-aa59-622d5995ad37,Devolução,2026-05-07,2026-05-08,2026-05-09,2,2026-05,Devolução,0–7d
IN-4109735,9a7d17bd-f544-4cdd-a0cf-d267ef379cf2,Troca,2026-06-29,2026-07-01,2026-07-01,2,2026-06,Troca,0–7d
IN-3868334,ce5056bc-0203-47ac-a411-ac9b454976e2,Troca,2026-04-06,2026-04-08,2026-04-08,2,2026-04,Troca,0–7d
IN-4012848,accec44e-e570-4818-8aea-dac61be6448a,Troca,2026-05-24,2026-05-25,2026-05-26,2,2026-05,Troca,0–7d
IN-2730530,e4819b6c-61ba-47bf-851e-b00fb261e68e,Devolução,2025-08-19,2025-08-21,2025-08-21,2,2025-08,Devolução,0–7d
IN-3675752,cd89253e-22f4-49cd-9a7d-12121179ffec,Troca,2026-02-24,2026-02-25,2026-02-26,2,2026-02,Troca,0–7d
IN-3546869,029ce2f1-2f12-4996-8c34-86ec67f76c87,Devolução,2026-01-18,2026-01-19,2026-01-20,2,2026-01,Devolução,0–7d
IN-2900234,f8df14d4-7570-46a3-b402-c3e8ea01a2fd,Troca,2025-10-01,2025-10-03,2025-10-03,2,2025-10,Troca,0–7d
IN-4066600,9aa8d67d-b931-48d8-bfdc-86975c8eabaf,Devolução,2026-06-10,2026-06-12,2026-06-12,2,2026-06,Devolução,0–7d
IN-3592452-SN,bbe1a73d-d6e2-4d10-ad89-b6b8892145b1,Troca,2026-01-31,2026-02-02,2026-02-02,2,2026-01,Troca,0–7d
IN-3881937,a7c42e98-284b-416e-8207-3e7fd7dded56,Troca,2026-04-09,2026-04-10,2026-04-11,2,2026-04,Troca,0–7d
IN-3216356,ad8d38b7-0a0b-4302-ae94-9cb9fedbcd70,Troca,2025-11-26,2025-11-28,2025-11-28,2,2025-11,Troca,0–7d
IN-2998045,2d3827e7-f6c6-4ae2-a98d-6183c6e68bc4,Troca,2025-10-19,2025-10-20,2025-10-21,2,2025-10,Troca,0–7d
IN-4127558,62fe4500-5bb5-4606-bb2b-2dac5e9055ce,Troca,2026-07-05,2026-07-07,2026-07-07,2,2026-07,Troca,0–7d
IN-4156362,c484a3ee-22ff-432f-8930-a2ebf6a06dfb,Troca,2026-07-15,2026-07-17,2026-07-17,2,2026-07,Troca,0–7d
IN-3851353,b034ffc4-cef2-4752-8b03-5c8e9f9da51b,Troca,2026-04-01,2026-04-03,2026-04-03,2,2026-04,Troca,0–7d
IN-3654629,d6612ac7-dbd7-4dbf-9762-c07adcb9841c,Troca,2026-02-18,2026-02-20,2026-02-20,2,2026-02,Troca,0–7d
IN-4078013,9a2ddb6a-9440-4901-bd9a-4df406685671,Troca,2026-06-15,2026-06-17,2026-06-17,2,2026-06,Troca,0–7d
IN-4060149,3262d3d2-dbd6-4b0d-b754-b4dbebeb37f5,Troca,2026-06-08,2026-06-09,2026-06-10,2,2026-06,Troca,0–7d
IN-3398622,69b8536d-19dd-408c-b8b2-1dd67b1b6d66,Troca,2025-12-15,2025-12-16,2025-12-17,2,2025-12,Troca,0–7d
IN-3585648,95f0d6e0-1c59-4cb8-9a63-61d891ae408f,Devolução,2026-01-29,2026-01-31,2026-01-31,2,2026-01,Devolução,0–7d
IN-3654281,4b7d393b-fc52-4eff-a87c-12d653219ded,Troca,2026-02-18,2026-02-20,2026-02-20,2,2026-02,Troca,0–7d
IN-3701485,ec6f6a2b-55b7-45df-8497-7455100e4fc5,Troca,2026-03-03,2026-03-03,2026-03-05,2,2026-03,Troca,0–7d
IN-3171392,cba6cdba-c26b-417f-9d66-e702e8d629b0,Troca,2025-11-20,2025-11-22,2025-11-22,2,2025-11,Troca,0–7d
IN-3867861,3036ae1e-0266-4757-ac24-1ec9c44c0ad8,Troca,2026-04-06,2026-04-07,2026-04-08,2,2026-04,Troca,0–7d
IN-3894507,69bcb632-f2da-434a-95e0-38ff13d16c81,Troca,2026-04-13,2026-04-15,2026-04-15,2,2026-04,Troca,0–7d
IN-3878679,d956b6d1-576e-40e1-b62c-e94d64387044,Troca,2026-04-08,2026-04-09,2026-04-10,2,2026-04,Troca,0–7d
IN-4075579,4669e2b1-97ef-45f3-95cc-8ef334f3a9d9,Devolução,2026-06-14,2026-06-16,2026-06-16,2,2026-06,Devolução,0–7d
IN-4115418,5d04f5c7-c528-4e0f-b204-895776f5f713,Troca,2026-07-01,2026-07-03,2026-07-03,2,2026-07,Troca,0–7d
IN-4113881,ee5324d8-a10d-42a2-977b-62d620c0d9d6,Troca,2026-06-30,2026-07-02,2026-07-02,2,2026-06,Troca,0–7d
IN-3722563,97654019-239c-4140-8ff2-389fc3ca0e3c,Troca,2026-03-07,2026-03-09,2026-03-09,2,2026-03,Troca,0–7d
IN-3769336,f8758898-7cf4-42e0-8c22-12b83bbb5d00,Troca,2026-03-16,2026-03-18,2026-03-18,2,2026-03,Troca,0–7d
IN-4005498,813469e4-8a24-492e-93f3-a9c95cdeb65a,Troca,2026-05-21,2026-05-22,2026-05-23,2,2026-05,Troca,0–7d
IN-2877006,d6f75f88-7b60-412f-8cc2-bbe1d3759d8b,Troca,2025-09-24,2025-09-25,2025-09-26,2,2025-09,Troca,0–7d
IN-4126099,54f75087-d30a-4873-b8e9-2e43bf9cfa4f,Troca,2026-07-04,2026-07-06,2026-07-06,2,2026-07,Troca,0–7d
IN-2655512,eb608ce3-2438-40cc-805e-a925f1b33506,Troca,2025-08-03,2025-08-05,2025-08-05,2,2025-08,Troca,0–7d
IN-3605837,0643f7fc-6bb3-4260-bbc8-de5e13dfba5a,Troca,2026-02-04,2026-02-04,2026-02-06,2,2026-02,Troca,0–7d
IN-4023204,ddb612a8-2a67-4cdf-a317-95f5d58bc831,Troca,2026-05-27,2026-05-29,2026-05-29,2,2026-05,Troca,0–7d
IN-3575314,e6e1a5cb-c012-44cf-8f15-14503103b198,Troca,2026-01-26,2026-01-28,2026-01-28,2,2026-01,Troca,0–7d
IN-3429168,a23026de-5d87-4725-8d77-10029d727ff5,Troca,2025-12-20,2025-12-22,2025-12-22,2,2025-12,Troca,0–7d
IN-3869472,7f1d7e80-d0b4-4fe8-a9eb-c1821f2634d7,Troca,2026-04-06,2026-04-08,2026-04-08,2,2026-04,Troca,0–7d
IN-4192786,bbc32c8c-955a-4062-adb8-0a8f2c5fb48c,Devolução,2026-07-29,2026-07-31,2026-07-31,2,2026-07,Devolução,0–7d
IN-3628483,b5156fe1-f99b-469a-95fc-a5f1ecca6dfa,Troca,2026-02-10,2026-02-11,2026-02-12,2,2026-02,Troca,0–7d
IN-3586938,fd2eb302-ab83-4c34-b749-5504f38ac364,Troca,2026-01-29,2026-01-30,2026-01-31,2,2026-01,Troca,0–7d
IN-3545945,7cedb056-c12c-4596-a095-32a6a4b5baa8,Troca,2026-01-17,2026-01-19,2026-01-19,2,2026-01,Troca,0–7d
IN-3002936,b18449aa-40b5-4c2d-a5ab-f4c3c8133e96,Troca,2025-10-21,2025-10-22,2025-10-23,2,2025-10,Troca,0–7d
IN-3679478,a5de926e-eba8-4acb-853b-503b133dc1c3,Troca,2026-02-25,2026-02-27,2026-02-27,2,2026-02,Troca,0–7d
IN-3101178,aa3cd038-8e01-4c23-a999-10cf6da90126,Troca,2025-11-09,2025-11-10,2025-11-11,2,2025-11,Troca,0–7d
IN-3459861,55a58279-fa48-4eb7-8848-79fca3c79bd7,Troca,2025-12-28,2025-12-30,2025-12-30,2,2025-12,Troca,0–7d
IN-3817400,346e275f-8fdb-4993-8d17-c28817427ade,Troca,2026-03-25,2026-03-26,2026-03-27,2,2026-03,Troca,0–7d
IN-3881937,b0e9a508-435b-40ba-bea9-2c466d680684,Troca,2026-04-09,2026-04-10,2026-04-11,2,2026-04,Troca,0–7d
IN-3819321,27fb6872-373a-497f-b3b3-07d89000be85,Troca,2026-03-25,2026-03-27,2026-03-27,2,2026-03,Troca,0–7d
IN-4083048,106a1d31-4215-4181-9415-1c67682e384b,Troca,2026-06-16,2026-06-18,2026-06-18,2,2026-06,Troca,0–7d
IN-3527088,de599b13-55a0-42e9-8f34-4e640c92331f,Troca,2026-01-12,2026-01-14,2026-01-14,2,2026-01,Troca,0–7d
IN-3745411,41c7e029-2ece-4cb6-a24e-e7469a956dda,Troca,2026-03-12,2026-03-14,2026-03-14,2,2026-03,Troca,0–7d
IN-3904058-SN,855ea6f3-6dba-4df4-a568-d7d840f863a9,Troca,2026-04-15,2026-04-16,2026-04-17,2,2026-04,Troca,0–7d
IN-2763073,d1c52090-8dc4-4405-86c5-9b82b288b50e,Troca,2025-08-28,2025-08-29,2025-08-30,2,2025-08,Troca,0–7d
IN-2966750,eff6cafa-a589-4cca-bbf7-9ba8178d955f,Troca,2025-10-11,2025-10-13,2025-10-13,2,2025-10,Troca,0–7d
IN-3529847,681ec385-cf62-4e37-b77c-464d76278bfa,Troca,2026-01-13,2026-01-15,2026-01-15,2,2026-01,Troca,0–7d
IN-4069323,9e7119ce-3238-4287-9895-d7e4675422e8,Troca,2026-06-11,2026-06-13,2026-06-13,2,2026-06,Troca,0–7d
IN-3117732,f32b10c5-8440-486e-9a35-bdd13817ac58,Troca,2025-11-11,2025-11-12,2025-11-13,2,2025-11,Troca,0–7d
IN-3706242,12c0bfb5-2991-4d89-b5fb-c4a5b766169d,Devolução,2026-03-03,2026-03-05,2026-03-05,2,2026-03,Devolução,0–7d
IN-3200479,21329fee-2e8c-4dc4-b81f-ea9f51705d5a,Troca,2025-11-24,2025-11-26,2025-11-26,2,2025-11,Troca,0–7d
IN-4153163,14cf7609-873b-4f0d-98be-491bed0e11d4,Troca,2026-07-14,2026-07-15,2026-07-16,2,2026-07,Troca,0–7d
IN-3815546,7a5b254e-2ca4-40a9-89e0-3bafa364b9da,Devolução,2026-03-25,2026-03-25,2026-03-27,2,2026-03,Devolução,0–7d
